Friday, December 5
Board 1, Common Mode Control circuit active, 1MHz F0
experiment 1: Single ended sweep
neg,pos,LTC2498,inmeter, refmeter, error (uV)
2.0,1.5,0.0499833390117,+4.99836470E-01,+5.00044690E+00,35.5972161423
2.0,1.616,0.0383887011558,+3.83883970E-01,+5.00044570E+00,32.6545966379
2.0,1.732,0.0267860624939,+2.67856740E-01,+5.00044570E+00,24.5477041471
2.0,1.848,0.0151894211769,+1.51896880E-01,+5.00044820E+00,9.12483271673
2.0,1.964,0.00358544737101,+3.58567090E-02,+5.00044570E+00,0.530523671667
2.0,2.08,-0.00801048912108,-8.00994780E-02,+5.00044690E+00,-11.6117259499
2.0,2.196,-0.0196062363684,-1.96055640E-01,+5.00044940E+00,-21.9930166383
2.0,2.312,-0.0312097873539,-3.12090070E-01,+5.00044690E+00,-31.9536670191
2.0,2.428,-0.0428047608584,-4.28046860E-01,+5.00044570E+00,-33.7681708366
2.0,2.544,-0.0544092807919,-5.44087030E-01,+5.00044440E+00,-47.6077681146
2.0,2.66,-0.0660050984472,-6.60041780E-01,+5.00044310E+00,-59.7775735561
2.0,2.776,-0.0776094984263,-7.76078200E-01,+5.00044690E+00,-76.838480213
2.0,2.892,-0.0892057139426,-8.92034280E-01,+5.00044690E+00,-91.8867931475
2.0,3.008,-0.10080216378,-1.00800480E+00,+5.00044570E+00,-94.5965727068
2.0,3.124,-0.112406445667,-1.12403680E+00,+5.00044820E+00,-114.929013773
2.0,3.24,-0.124003372341,-1.24000120E+00,+5.00044940E+00,-129.097212351
2.0,3.356,-0.135607132688,-1.35603570E+00,+5.00044690E+00,-140.559658466
2.0,3.472,-0.147203597426,-1.47199520E+00,+5.00044690E+00,-154.680383458
2.0,3.588,-0.158800346777,-1.58795980E+00,+5.00044690E+00,-166.547450472
2.0,3.704,-0.170404041186,-1.70399150E+00,+5.00044820E+00,-181.213523795
2.0,3.82,-0.182000749558,-1.81995480E+00,+5.00044820E+00,-194.000928246
2.0,3.936,-0.193603976816,-1.93598910E+00,+5.00044570E+00,-200.014240623
2.0,4.052,-0.205200516805,-2.05195490E+00,+5.00044570E+00,-208.559701122
2.0,4.168,-0.2167958159,-2.16790560E+00,+5.00044690E+00,-220.315566127
2.0,4.284,-0.228400197625,-2.28394360E+00,+5.00044820E+00,-235.706120093
2.0,4.4,-0.239997377247,-2.39991680E+00,+5.00044940E+00,-243.882369444
experiment 2: +/-1V sweep, VCM = 1.5V
neg,pos,LTC2498,inmeter, refmeter, error (uV)
1.0,2.0,-0.100006064773,-1.00004560E+00,+5.00045070E+00,-93.192439393
1.04,1.96,-0.0920018758625,-9.20001310E-01,+5.00044940E+00,-89.09966496
1.08,1.92,-0.0840079113841,-8.40063070E-01,+5.00044690E+00,-81.0491489753
1.12,1.88,-0.0760127015412,-7.60112360E-01,+5.00044570E+00,-73.2915994249
1.16,1.84,-0.0680017057806,-6.80001780E-01,+5.00044820E+00,-68.0743172399
1.2,1.8,-0.0600052930415,-6.00042400E-01,+5.00044690E+00,-56.962500496
1.24,1.76,-0.052010115236,-5.20090830E-01,+5.00044940E+00,-50.8278264526
1.28,1.72,-0.0440155014396,-4.40145540E-01,+5.00044690E+00,-43.5335834393
1.32,1.68,-0.0360066771507,-3.60059120E-01,+5.00044570E+00,-35.427053092
1.36,1.64,-0.0280101764947,-2.80092920E-01,+5.00044820E+00,-30.5920426945
1.4,1.6,-0.0200152747333,-2.00145240E-01,+5.00045070E+00,-23.1472635869
1.44,1.56,-0.0120049159974,-1.20046270E-01,+5.00044690E+00,-12.1793758707
1.48,1.52,-0.00400959849358,-4.00928860E-02,+5.00044440E+00,-6.18151465898
1.52,1.48,0.00398601070046,+3.98614760E-02,+5.00044570E+00,1.70581275159
1.56,1.44,0.0119820080698,+1.19820460E-01,+5.00044940E+00,8.95228271827
1.6,1.4,0.0199907541275,+1.99907000E-01,+5.00044690E+00,16.0101172581
1.64,1.36,0.0279861222953,+2.79859150E-01,+5.00045070E+00,23.9413013796
1.68,1.32,0.0359821416438,+3.59819210E-01,+5.00045190E+00,30.4092299706
1.72,1.28,0.0439933158457,+4.39930470E-01,+5.00045070E+00,37.0648229845
1.76,1.24,0.0519875641912,+5.19869500E-01,+5.00044940E+00,46.6298154866
1.8,1.2,0.059983504191,+5.99829890E-01,+5.00045190E+00,52.1669638651
1.84,1.16,0.0679781910032,+6.79774170E-01,+5.00045070E+00,60.8581730285
1.88,1.12,0.0759891178459,+7.59883660E-01,+5.00045070E+00,66.8963361016
1.92,1.08,0.0839825246483,+8.39814290E-01,+5.00044940E+00,76.3620543388
1.96,1.04,0.0919782757759,+9.19770060E-01,+5.00044690E+00,83.8705336593
2.0,1.0,0.0999811552465,+9.99795330E-01,+5.00044570E+00,93.3479144429
experiment 3: +/-1V sweep, VCM = 2.5V
neg,pos,LTC2498,inmeter, refmeter, error (uV)
2.0,3.0,-0.100007977337,-1.00006060E+00,+5.00044570E+00,-96.3195064887
2.04,2.96,-0.0920056350529,-9.20027990E-01,+5.00044820E+00,-99.7936861438
2.08,2.92,-0.0840107671916,-8.40081770E-01,+5.00045190E+00,-91.7495318183
2.12,2.88,-0.0760148819536,-7.60123210E-01,+5.00045070E+00,-85.0075452102
2.16,2.84,-0.0680048622191,-6.80024460E-01,+5.00045190E+00,-77.4643825391
2.2,2.8,-0.0600101903081,-6.00077920E-01,+5.00044820E+00,-70.5749808865
2.24,2.76,-0.0520154640079,-5.20132590E-01,+5.00045320E+00,-62.9550229633
2.28,2.72,-0.0440197642893,-4.40178200E-01,+5.00044690E+00,-53.5053789171
2.32,2.68,-0.0360083766282,-3.60070340E-01,+5.00045570E+00,-41.9232973015
2.36,2.64,-0.0280136629939,-2.80123210E-01,+5.00045070E+00,-35.3098081494
2.4,2.6,-0.0200177963823,-2.00166180E-01,+5.00044940E+00,-27.373678387
2.44,2.56,-0.0120076749474,-1.20067590E-01,+5.00045190E+00,-18.5710860049
2.48,2.52,-0.00401170440018,-4.01168340E-02,+5.00045320E+00,-3.3648048872
2.52,2.48,0.00398249849677,+3.98295130E-02,+5.00045190E+00,-1.40655110695
2.56,2.44,0.0119777597487,+1.19776950E-01,+5.00044940E+00,9.97576356314
2.6,2.4,0.0199884995818,+1.99880320E-01,+5.00044820E+00,20.19488528
2.64,2.36,0.0279837455601,+2.79829610E-01,+5.00044940E+00,29.6393352297
2.68,2.32,0.0359793510288,+3.59779570E-01,+5.00044940E+00,41.9609984651
2.72,2.28,0.0439899954945,+4.39883850E-01,+5.00044820E+00,50.2587686944
2.76,2.24,0.0519861057401,+5.19838960E-01,+5.00045070E+00,62.7193303798
2.8,2.2,0.0599805656821,+5.99784890E-01,+5.00045190E+00,67.7795707883
2.84,2.16,0.0679750505835,+6.79729540E-01,+5.00045450E+00,74.5981260749
2.88,2.12,0.0759849902242,+7.59832550E-01,+5.00044820E+00,76.3469738796
2.92,2.08,0.0839819539338,+8.39800830E-01,+5.00045450E+00,84.971070781
2.96,2.04,0.0919762741774,+9.19741010E-01,+5.00045190E+00,93.8227517547
3.0,2.0,0.0999785557389,+9.99761800E-01,+5.00045190E+00,102.120552696
experiment 4: +/-1V sweep, VCM = 4.5V
neg,pos,LTC2498,inmeter, refmeter, error (uV)
4.0,5.0,-0.100014755502,-1.00013160E+00,+5.00044940E+00,-93.8464924556
4.04,4.96,-0.0920112598687,-9.20089070E-01,+5.00045320E+00,-95.8863130245
4.08,4.92,-0.0840163499117,-8.40140110E-01,+5.00045320E+00,-89.459547854
4.12,4.88,-0.0760206270963,-7.60185660E-01,+5.00045450E+00,-80.5912112796
4.16,4.84,-0.0680105403066,-6.80087040E-01,+5.00045190E+00,-71.6697077515
4.2,4.8,-0.0600158765912,-6.00140500E-01,+5.00045320E+00,-65.4623783959
4.24,4.76,-0.0520198337734,-5.20185570E-01,+5.00045190E+00,-53.5408646015
4.28,4.72,-0.0440245661885,-4.40234170E-01,+5.00045570E+00,-46.3329096408
4.32,4.68,-0.036014642939,-3.60136280E-01,+5.00044940E+00,-38.1975855119
4.36,4.64,-0.0280191518366,-2.80183920E-01,+5.00045320E+00,-29.6326184655
4.4,4.6,-0.0200232684612,-2.00227260E-01,+5.00045320E+00,-21.1709042493
4.44,4.56,-0.0120136301965,-1.20128550E-01,+5.00045070E+00,-17.1394120721
4.48,4.52,-0.00401751659811,-4.01699270E-02,+5.00045320E+00,-8.39835483441
4.52,4.48,0.00397710055113,+3.97743640E-02,+5.00045570E+00,-0.211012838404
4.56,4.44,0.011973554641,+1.19737190E-01,+5.00045320E+00,7.77240966057
4.6,4.4,0.0199846118689,+1.99843920E-01,+5.00045320E+00,17.9145810265
4.64,4.36,0.0279814686626,+2.79807290E-01,+5.00045450E+00,29.473995234
4.68,4.32,0.0359764866531,+3.59756510E-01,+5.00045320E+00,36.6484286028
4.72,4.28,0.0439854059368,+4.39847450E-01,+5.00045450E+00,41.3138383505
4.76,4.24,0.0519807897508,+5.19798690E-01,+5.00045570E+00,50.3450855684
4.8,4.2,0.0599761836231,+5.99754350E-01,+5.00045320E+00,54.6514825572
4.84,4.16,0.0679706592113,+6.79692390E-01,+5.00045700E+00,68.1707884637
4.88,4.12,0.075981510058,+7.59798770E-01,+5.00045190E+00,75.8848663389
4.92,4.08,0.083977176249,+8.39753460E-01,+5.00045570E+00,84.7619959162
4.96,4.04,0.0919727467,+9.19707230E-01,+5.00045450E+00,92.803465627
5.0,4.0,0.0999768722802,+9.99745350E-01,+5.00045320E+00,101.994583092

Board 1, Common Mode Control circuit active, 1MHz F0, 10nF caps added
experiment 1: Single ended sweep
neg,pos,LTC2498,inmeter, refmeter, error (uV)
2.0,1.5,0.0499854717404,+4.99854420E-01,+5.00045320E+00,39.6059627929
2.0,1.616,0.038390365243,+3.83899800E-01,+5.00045450E+00,34.1424143986
2.0,1.732,0.0267869718373,+2.67871320E-01,+5.00045950E+00,19.8011507845
2.0,1.848,0.0151909481734,+1.51909340E-01,+5.00045700E+00,12.2033406897
2.0,1.964,0.00358688719571,+3.58681100E-02,+5.00045820E+00,3.61855245971
2.0,2.08,-0.00800894498825,-8.00888990E-02,+5.00045700E+00,-6.90998156061
2.0,2.196,-0.0196044612676,-1.96046160E-01,+5.00045820E+00,-14.0656602962
2.0,2.312,-0.0312076892704,-3.12081970E-01,+5.00046070E+00,-19.9325304502
2.0,2.428,-0.0428033314645,-4.28039380E-01,+5.00046200E+00,-28.3485011897
2.0,2.544,-0.0544076628983,-5.44080800E-01,+5.00045950E+00,-39.3006802158
2.0,2.66,-0.0660037387162,-6.60035300E-01,+5.00046580E+00,-55.655755923
2.0,2.776,-0.077608332783,-7.76076080E-01,+5.00046330E+00,-69.8466676657
2.0,2.892,-0.0892039343715,-8.92028420E-01,+5.00046070E+00,-82.4117034066
2.0,3.008,-0.100800319016,-1.00799860E+00,+5.00046580E+00,-86.399636301
2.0,3.124,-0.112404404208,-1.12403300E+00,+5.00046700E+00,-102.539192834
2.0,3.24,-0.124001056701,-1.23999880E+00,+5.00046700E+00,-112.703789258
2.0,3.356,-0.135604954138,-1.35603690E+00,+5.00046950E+00,-123.701745421
2.0,3.472,-0.147201065719,-1.47199390E+00,+5.00046700E+00,-136.578763394
2.0,3.588,-0.158797825873,-1.58795600E+00,+5.00046580E+00,-151.13894614
2.0,3.704,-0.170401758328,-1.70399770E+00,+5.00046580E+00,-158.181242357
2.0,3.82,-0.18199843131,-1.81995860E+00,+5.00046830E+00,-174.332895981
2.0,3.936,-0.193601956218,-1.93599030E+00,+5.00046700E+00,-186.854051729
2.0,4.052,-0.205198583007,-2.05195360E+00,+5.00046830E+00,-199.795092113
2.0,4.168,-0.21679427065,-2.16791310E+00,+5.00046830E+00,-206.640549702
2.0,4.284,-0.228398048878,-2.28394990E+00,+5.00047460E+00,-219.976249645
2.0,4.4,-0.239995502308,-2.39992170E+00,+5.00046830E+00,-229.303244304
experiment 2: +/-1V sweep, VCM = 1.5V
neg,pos,LTC2498,inmeter, refmeter, error (uV)
1.0,2.0,-0.100005032122,-1.00004810E+00,+5.00046700E+00,-83.6252527012
1.04,1.96,-0.0920009057969,-9.20001190E-01,+5.00046950E+00,-83.2166455716
1.08,1.92,-0.0840068850666,-8.40061080E-01,+5.00047080E+00,-76.7906609629
1.12,1.88,-0.0760115291923,-7.60109990E-01,+5.00047210E+00,-67.9505670906
1.16,1.84,-0.0680003602058,-6.80000160E-01,+5.00047210E+00,-59.4879021941
1.2,1.8,-0.0600040819496,-6.00039400E-01,+5.00046950E+00,-50.5627965539
1.24,1.76,-0.0520089227706,-5.20087340E-01,+5.00047330E+00,-44.8782401942
1.28,1.72,-0.0440140210092,-4.40140180E-01,+5.00047080E+00,-36.1919791966
1.32,1.68,-0.0360054735094,-3.60052260E-01,+5.00047080E+00,-32.0571647313
1.36,1.64,-0.0280087947845,-2.80087930E-01,+5.00047210E+00,-23.1026725443
1.4,1.6,-0.0200140397996,-2.00139500E-01,+5.00047330E+00,-17.4415850149
1.44,1.56,-0.0120041891932,-1.20039920E-01,+5.00047080E+00,-11.8345654559
1.48,1.52,-0.0040088146925,-4.00857960E-02,+5.00047210E+00,-5.65498695396
1.52,1.48,0.00398697592318,+3.98693750E-02,+5.00047330E+00,3.67986291779
1.56,1.44,0.0119831409305,+1.19828190E-01,+5.00047460E+00,13.1557158438
1.6,1.4,0.0199919912964,+1.99914980E-01,+5.00047330E+00,21.458328135
1.64,1.36,0.0279871582985,+2.79867250E-01,+5.00047210E+00,27.3999792345
1.68,1.32,0.0359831620008,+3.59827190E-01,+5.00047210E+00,34.0873021554
1.72,1.28,0.0439944349229,+4.39938070E-01,+5.00047330E+00,42.6449940857
1.76,1.24,0.0519881747663,+5.19879470E-01,+5.00047210E+00,45.1262766152
1.8,1.2,0.0599845055491,+5.99840740E-01,+5.00047710E+00,54.3545118556
1.84,1.16,0.067979266122,+6.79785760E-01,+5.00047580E+00,63.4327191397
1.88,1.12,0.0759902033955,+7.59894510E-01,+5.00047460E+00,70.5349684176
1.92,1.08,0.0839831735939,+8.39826010E-01,+5.00047210E+00,74.9448057685
1.96,1.04,0.091978951171,+9.19783270E-01,+5.00047210E+00,82.0506911059
2.0,1.0,0.0999818302691,+9.99807800E-01,+5.00046950E+00,92.3877391922
experiment 3: +/-1V sweep, VCM = 2.5V
neg,pos,LTC2498,inmeter, refmeter, error (uV)
2.0,3.0,-0.100006152689,-1.00006180E+00,+5.00047460E+00,-82.6519133417
2.04,2.96,-0.0920034207404,-9.20026870E-01,+5.00047080E+00,-82.9273461371
2.08,2.92,-0.0840088170022,-8.40080030E-01,+5.00047580E+00,-78.0016818174
2.12,2.88,-0.0760128911585,-7.60120840E-01,+5.00047460E+00,-71.1014108488
2.16,2.84,-0.0680029369891,-6.80020100E-01,+5.00047080E+00,-65.1410534566
2.2,2.8,-0.0600081644952,-6.00074680E-01,+5.00047210E+00,-56.4236352478
2.24,2.76,-0.0520134747028,-5.20127730E-01,+5.00047210E+00,-49.8864941332
2.28,2.72,-0.0440177507699,-4.40171590E-01,+5.00047210E+00,-42.1970948121
2.32,2.68,-0.0360066551715,-3.60063230E-01,+5.00047580E+00,-33.264818642
2.36,2.64,-0.0280117638409,-2.80116850E-01,+5.00047330E+00,-23.9429107436
2.4,2.6,-0.0200161576271,-2.00160070E-01,+5.00047330E+00,-18.0516109562
2.44,2.56,-0.0120064251125,-1.20062600E-01,+5.00046950E+00,-11.4843785262
2.48,2.52,-0.00401084944606,-4.01085610E-02,+5.00047080E+00,-3.22877152305
2.52,2.48,0.00398359410465,+3.98370520E-02,+5.00047330E+00,2.18188217985
2.56,2.44,0.011978745088,+1.19786930E-01,+5.00047460E+00,10.4536452929
2.6,2.4,0.0199891943485,+1.99889670E-01,+5.00047210E+00,18.7485631284
2.64,2.36,0.0279842134565,+2.79840450E-01,+5.00047210E+00,24.7491322886
2.68,2.32,0.0359794788063,+3.59789790E-01,+5.00047580E+00,34.9185662369
2.72,2.28,0.043990028277,+4.39894690E-01,+5.00047080E+00,41.7349451132
2.76,2.24,0.0519858419895,+5.19848680E-01,+5.00047580E+00,52.9712767082
2.8,2.2,0.059980878979,+5.99796490E-01,+5.00047210E+00,61.7359839259
2.84,2.16,0.0679753120989,+6.79741760E-01,+5.00047210E+00,67.3861884756
2.88,2.12,0.0759853497148,+7.59846260E-01,+5.00047710E+00,70.6240586408
2.92,2.08,0.0839821416885,+8.39814670E-01,+5.00047330E+00,76.1664558677
2.96,2.04,0.0919767603278,+9.19755100E-01,+5.00047840E+00,89.4693464442
3.0,2.0,0.0999787006527,+9.99775640E-01,+5.00047460E+00,94.2687827519
experiment 4: +/-1V sweep, VCM = 4.5V
neg,pos,LTC2498,inmeter, refmeter, error (uV)
4.0,5.0,-0.100013563409,-1.00012540E+00,+5.00047580E+00,-93.405287884
4.04,4.96,-0.0920096840709,-9.20085460E-01,+5.00047580E+00,-87.8958836734
4.08,4.92,-0.0840149998665,-8.40135620E-01,+5.00047210E+00,-83.6237630264
4.12,4.88,-0.0760191425681,-7.60181540E-01,+5.00046950E+00,-72.1453050606
4.16,4.84,-0.0680094443262,-6.80083180E-01,+5.00047330E+00,-67.4798139549
4.2,4.8,-0.0600142747164,-6.00133770E-01,+5.00047580E+00,-58.8849830669
4.24,4.76,-0.0520184952766,-5.20176720E-01,+5.00047330E+00,-51.2312123292
4.28,4.72,-0.0440233044326,-4.40227060E-01,+5.00046950E+00,-42.03938147
4.32,4.68,-0.0360131651163,-3.60127300E-01,+5.00047330E+00,-34.1196166072
4.36,4.64,-0.0280177656561,-2.80175820E-01,+5.00047330E+00,-24.9960238377
4.4,4.6,-0.0200220987201,-2.00221400E-01,+5.00047460E+00,-16.1895083708
4.44,4.56,-0.0120120920241,-1.20119070E-01,+5.00046950E+00,-11.688135743
4.48,4.52,-0.00401650443673,-4.01629740E-02,+5.00047710E+00,-5.42093173853
4.52,4.48,0.00397863127291,+3.97857030E-02,+5.00047460E+00,3.90880686819
4.56,4.44,0.0119746427983,+1.19746540E-01,+5.00047460E+00,9.81734691108
4.6,4.4,0.019985717535,+1.99853650E-01,+5.00047330E+00,20.0455283325
4.64,4.36,0.0279819373041,+2.79815770E-01,+5.00047330E+00,26.7328884057
4.68,4.32,0.0359770514071,+3.59766480E-01,+5.00047710E+00,34.0460952403
4.72,4.28,0.0439859651029,+4.39856800E-01,+5.00047210E+00,39.1042276639
4.76,4.24,0.0519815851003,+5.19808670E-01,+5.00047710E+00,50.5439949419
4.8,4.2,0.0599775779992,+5.99766190E-01,+5.00047330E+00,59.1674103864
4.84,4.16,0.067971945554,+6.79705110E-01,+5.00047080E+00,70.1912404069
4.88,4.12,0.0759825643152,+7.59811490E-01,+5.00047460E+00,77.1578312383
4.92,4.08,0.0839782956988,+8.39764680E-01,+5.00047330E+00,87.6933797345
4.96,4.04,0.0919737685472,+9.19718070E-01,+5.00047580E+00,96.1007786801
5.0,4.0,0.0999775033444,+9.99760050E-01,+5.00047460E+00,97.8847069254